"52","Canon 10 - 22mm EFS. F3.5-5.6","Canon EF-S 10-22mm f/3.5-5.6 USM Lens provides EF-S compatible camera body owners with the ultra-wide angle focal lengths. Weight: 385g","1500",\N,"2015-04-29 16:33:12","2015-06-29 09:04:23","35","Camera","1","4.50","MUMBAI","1"
"53","Canon 16-35 L Series F2.8","Good as a full-frame, wide field of view, low light lens. This is a very nice handling and carrying lens. Can be used for light group as well as wide landscape photography. Weight: 600g ","1200",\N,"2015-04-29 16:34:39","2015-06-29 10:34:24","35","Camera","1","4.50","MUMBAI","1"
"54","Canon 16-35 L2 Series F2.8","This ultra-wide lens has become a new standard for all kinds of photographers for landscape photography. It can be used for architecture and real estate photography. It's an amazing lens to use underwater as well. Weight: 640g","2000",\N,"2015-04-29 16:35:39","2015-06-29 10:45:08","35","Camera","1","4.50","MUMBAI","1"
"55","Quechua Tent for 2","Enjoy camping in this cozy tent ideal for 2 people. \
Compact and easy to pitch and pack, enjoy the comfort of this tent in your next outdoor adventure. Very easy to pitch and pack","250",\N,"2015-04-29 16:36:37","2015-04-29 16:36:37","41","Outdoor","0","5.00","MUMBAI ","1"
"56","Canon 18-200mm. EFS. F3.5-5.6","This is a good travel lens. This lens offers a great focal length range and excellent image stabilization in a compact package. Weight: 600g","1000",\N,"2015-04-29 16:38:07","2015-07-10 11:19:56","35","Camera","1","9.00","MUMBAI","1"
"57","Canon 24-70 L Series F2.8","The Canon EF 24-70mm f/2.8L USM Lens is an impressively high performing zoom lens. It is regarded as one of the best general purpose lenses available and for the same reasons, it is one of the most-professionally-used Canon lenses. Can be used in various genres right from wedding photography to landscape photography. Weight: 950g","1200",\N,"2015-04-29 16:40:57","2015-06-29 12:23:52","35","Camera","1","4.50","MUMBAI","1"
"58","Canon 24-70 L2 Series F2.8","This lens is very sharp/has excellent contrast across the frame even at f/2.8 and is well built, focuses extremely fast and contains a most-used range of focal lengths. Weight: 805g","2000",\N,"2015-04-29 16:41:58","2015-06-29 12:33:11","35","Camera","1","4.50","MUMBAI","1"
"59","Canon 24-105 L Series F4","This is one of the best and most popular Canon general purpose lenses made. Good for indoor event photography. \
Weight: 670g","1000",\N,"2015-04-29 16:45:28","2015-06-29 12:18:43","35","Camera","1","4.50","MUMBAI","1"
"60","Canon 35mm L series F1.4","The EF 35mm f/1.4L USM Lens is a really nice and very well regarded Canon prime lens. This lens can be ideal for loosely cropped full body portraits - especially in limited space situations. Low light handholdability, makes it suitable for wedding photography. Weight: 580g","2000",\N,"2015-04-29 16:46:54","2015-06-29 12:50:12","35","Camera","1","4.50","MUMBAI","1"
"61","Canon 50mm F1.4","This is a sharp, small, light, inexpensive and with an f1.4 aperture, fast lens which gives great image quality. Useful for low-light indoor photography,full body portraits and serves as a good travel lens too. Weight: 290g","750",\N,"2015-04-29 16:47:58","2015-06-29 12:55:05","35","Camera","1","4.50","MUMBAI","1"
"62","Canon 50mm F1.8","Currently the canon's lightest lens, delivers a very sharp image. Lens is good for low-light indoor photography, full body portraits as well as travel. Weight: 130g","500",\N,"2015-04-29 16:49:15","2015-06-29 13:06:25","35","Camera","1","4.50","MUMBAI","1"
"63","Canon 50mm L Series F1.2","The EF 50mm f/1.2L USM is a peerless new standard lens featuring an ultra-large aperture for a narrow depth of field and soft background blur. It is suitable for any shooting situation; its construction minimizes ghosting and flare that frequently occurs when lenses are used with digital cameras. Weight: 545g","2000",\N,"2015-04-29 16:50:28","2015-06-30 11:14:44","35","Camera","1","4.50","MUMBAI","1"
"64","Canon 70-200 L Series F2.8 IS 2","One of the finest telephoto zoom lenses in the EF line, comparable to a single focal length lens. It has four UD-glass elements to correct chromatic aberrations. Its constant f/2.8 maximum aperture and superb image quality make it one of the most popular professional SLR lenses in the world. Weight: 1310g","2000",\N,"2015-04-29 16:51:54","2015-06-29 18:11:18","35","Camera","1","4.50","MUMBAI","1"
"65","Canon 70-200 L Series F2.8 IS 2","One of the finest telephoto zoom lenses in the EF line, comparable to a single focal length lens. It has four UD-glass elements to correct chromatic aberrations. Its constant f/2.8 maximum aperture and superb image quality make it one of the most popular professional SLR lenses in the world. Weight: 1310g","1500",\N,"2015-04-29 16:53:03","2015-06-29 18:11:53","35","Camera","1","4.50","MUMBAI","1"
"66","Canon 70-200 L Series F2.8 IS 2","One of the finest telephoto zoom lenses in the EF line, comparable to a single focal length lens. It has four UD-glass elements to correct chromatic aberrations. Its constant f/2.8 maximum aperture and superb image quality make it one of the most popular professional SLR lenses in the world. Weight: 1310g","1200",\N,"2015-04-29 16:54:11","2015-06-29 18:12:46","35","Camera","1","4.50","MUMBAI","1"
"67","Canon 70D","Dual Pixel CMOS AF-this game-changing technology allows the EOS 70D to capture video in Live View with smooth and precise autofocus similar to that of a camcorder, complete with the superb image quality that is a hallmark of EOS cameras. In-camera imaging features like HDR, HDR Backlight Control, Multiple Exposure, Handheld Night Scene, and Creative Filters available in real time help turn even simple images into spectacular photos. Weight(Body only): 675g","1500",\N,"2015-04-29 16:55:27","2015-06-29 18:19:01","35","Camera","1","4.50","MUMBAI","1"
"68","Canon 85mm L Series F1.2","With a large maximum aperture of f/1.2, this is the fastest 85mm telephoto lens in its class. One Aspherical lens element and two high-refraction elements give sharp images with little flare even at maximum aperture. The floating system corrects coma for high image quality. Weight: 1025g","2000",\N,"2015-04-29 16:56:46","2015-06-29 18:50:03","35","Camera","1","4.50","MUMBAI","1"
"69","Canon 100-400mm F4.5-5.6 L series IS lens","The Canon EF 100-400mm f/4.5-5.6L IS USM Lens has an excellent focal length range that includes the longest focal length found in a Canon zoom lens - 400mm. This long focal length and focal length range combine with very good image and build quality to make the 100-400 L one of the most popular serious wildlife and sports lenses Canon sells. Weight: 1380g","2000",\N,"2015-04-29 16:58:55","2015-07-10 11:16:58","35","Camera","1","8.00","MUMBAI","1"
"70","Portable Camping Tent (3-4 people)","The tent is designed to house 3 adults comfortably & 4 adults Max. This dome shaped tent is has one main room inside it. There are two vents that allow fresh air to flow through it. The hollow pole used to prop up the tent is made of high quality fiberglass. Unlike other tents this is not only light weighted but can be set-up in less than two minute! Just carry your tent along!  The large front entrance is equipped with a 2-way zipper mesh closure and zippered storm flaps.","650",\N,"2015-04-29 16:59:43","2015-04-29 16:59:54","43","Outdoor","1","6.00","Mumbai ","1"
"71","Canon 100mm F2","Along with good contrast and saturation, Low light action sports is a specific task the 100 f/2 is well suited for. This lens works well for indoor events. Weight: 460g","2000",\N,"2015-04-29 17:00:25","2015-06-29 09:20:16","35","Camera","1","4.50","MUMBAI","1"
"72","Portable Camping Tent (2 people)","This is a light weight portable camping tent which can be set up in less than a minute. Just pack and go!! Its constructed with a durable polyester fabric wall & roof, with silver polyurethane and a shock corded fiber glass pole frame. It has a large front entrance equipped with a zipper mesh closure & storm flaps.","400",\N,"2015-04-29 17:02:14","2015-04-29 17:02:14","43","Outdoor","0","6.00","Mumbai ","1"
"73","Canon 100mm Macro. USM F2.8 L Series IS","100mm fixed focal length; F2.8 maximum aperture.Macro focusing: 1:1 maximum magnification. 'Hybrid' image stabilization system for increased effectiveness at close focus distances\
Weight: 625g","1500",\N,"2015-04-29 17:02:38","2015-06-29 09:23:59","35","Camera","1","4.50","MUMBAI","1"
"74","Canon 100mm Macro. USM F2.8 L Series IS","100mm fixed focal length; F2.8 maximum aperture.Macro focusing: 1:1 maximum magnification. 'Hybrid' image stabilization system for increased effectiveness at close focus distances Weight: 625g","1000",\N,"2015-04-29 17:04:11","2015-06-29 09:39:34","35","Camera","1","4.50","MUMBAI","1"
"75","Canon 135mm L Series F2","The Canon EF 135mm L Series F2 USM Lens is renowned for its image sharpness. Its an excellent indoor sports lens. Stage photography as well as portrait photography are good uses of the 135 L. Weight: 750g ","2000",\N,"2015-04-29 17:06:02","2015-06-29 09:57:40","35","Camera","1","4.50","MUMBAI","1"
"76","Canon 200mm L Series 2.8","Telephoto lens boasting high image quality and carrying ease. With two UD-glass elements and rear focusing to correct aberrations, image delineation is extremely sharp. Weight: 790g","2000",\N,"2015-04-29 17:07:20","2015-07-14 14:12:47","35","Camera","3","4.50","MUMBAI","1"
"77","Canon 200mm L Series 2.8","Telephoto lens boasting high image quality and carrying ease. With two UD-glass elements and rear focusing to correct aberrations, image delineation is extremely sharp. Weight: 790g","2000",\N,"2015-04-29 17:08:25","2015-06-29 17:45:30","35","Camera","1","4.50","MUMBAI","1"
"78","Canon 600D","The EOS 600D is powered by an 18-megapixel high image quality CMOS sensor and the powerful DIGIC 4 image processor. Features like Scene Intelligent Auto, Basic+ and Feature Guide make it simple to achieve full control over creative functions. Weight(Body Only): 515g","1500",\N,"2015-04-29 17:10:02","2015-07-10 11:17:54","35","Camera","1","8.00","MUMBAI","1"
"79","Canon C300","Featuring a unique Super 35mm Canon CMOS sensor and Canon DIGIC DV III Image Processor the EOS C300 provides outstanding cinema quality movie capture. It is designed to meet the demanding needs of cinema industry professionals, providing a modular, portable and eminently adaptable system of cameras, lenses and accessories built for moviemaking in the 21st century. Weight(Body only): 1630g","8000",\N,"2015-04-29 17:11:18","2015-06-30 05:32:43","35","Camera","1","4.50","MUMBAI","1"
"80","Canon EF 50mm F2.5 Macro","A superior-performance lens offering excellent optics and focusing from infinity down to one-half life size (0.5x).  Light and compact, it functions beautifully as a general-purpose normal lens. Weight: 280g","1000",\N,"2015-04-29 17:12:45","2015-06-30 05:28:47","35","Camera","1","4.50","MUMBAI","1"
"81","Canon L series 24mm Tilt & Shift F3.5","A superb refinement to a true Canon classic, the TS-E 24mm f/3.5L offers enhanced functionality and image quality in its most popular tilt-shift focal length. The TS rotation lets users freely combine tilting and shifting within the range of +/- 90° in the direction of movement. Weight: 780g","2000",\N,"2015-04-29 17:13:57","2015-06-30 05:47:51","35","Camera","1","4.50","MUMBAI","1"
"82","Canon L series 45mm Tilt & Shift F2.8","Normal lens featuring tilt and shift movements. The floating system and rear focusing give sharp and stable delineation from 1.3 ft. (0.4m) to infinity. The 45mm focal length is ideal for obtaining a natural-looking perspective. Weight: 645g","2000",\N,"2015-04-29 17:15:20","2015-06-30 05:50:12","35","Camera","1","4.50","MUMBAI","1"
"83","Canon L series 90mm Tilt & Shift F2.8","This is the world’s first 35mm-format telephoto lens with tilt and shift movements. Gaussian optics give high-quality delineation and true background blur. The lens is suited for a variety of subjects, from products to portraits. Weight: 565g","2000",\N,"2015-04-29 17:16:46","2015-06-30 05:52:13","35","Camera","1","4.50","MUMBAI","1"
"84","Canon XF 305","The Canon XF305 Professional Camcorder features 50Mbps MPEG-2 4:2:2 recording to Compact Flash (CF) cards for unsurpassed image quality and efficient and robust workflow. Customization over the image, display and operation makes the XF305 a camcorder that can be tailored to fit your individual needs. Weight: 2670g","3500",\N,"2015-04-29 17:18:43","2015-06-30 05:57:46","35","Camera","1","4.50","MUMBAI","1"
"85","Compact Prime CZ TCompact Prime CZ 18mm T3.6","Compact Prime lenses offer you the performance you need to get the scene right. With a wide range of focal lengths, full-frame coverage, fantastic image quality, great flare suppression and precise focusing through the large rotation angle, Compact Prime lenses give you a flexible set of tools to make your film shine. These are non super speed lenses. Weight: 900g","2500",\N,"2015-04-29 17:23:11","2015-06-30 06:42:44","35","Camera","1","4.50","MUMBAI","1"
"86","Compact Prime CZ 21mm T2.9","Compact Prime lenses offer you the performance you need to get the scene right. With a wide range of focal lengths, full-frame coverage, fantastic image quality, great flare suppression and precise focusing through the large rotation angle, Compact Prime lenses give you a flexible set of tools to make your film shine. This lens is non super speed. Weight: 1000g","2500",\N,"2015-04-29 17:24:23","2015-06-30 06:24:05","35","Camera","1","4.50","MUMBAI","1"
"87","Compact Prime CZ 25mm T2.9"," Compact Prime lenses offer you the performance you need to get the scene right. With a wide range of focal lengths, full-frame coverage, fantastic image quality, great flare suppression and precise focusing through the large rotation angle, Compact Prime lenses give you a flexible set of tools to make your film shine. This is a non super speed lens. Weight: 900g ","2500",\N,"2015-04-29 17:25:37","2015-06-30 06:26:37","35","Camera","1","4.50","MUMBAI","1"
"88","Compact Prime CZ 35mm T2.1","Compact Prime lenses offer you the performance you need to get the scene right. With a wide range of focal lengths, full-frame coverage, fantastic image quality, great flare suppression and precise focusing through the large rotation angle, Compact Prime lenses give you a flexible set of tools to make your film shine. This is a non super speed lens. Weight: 1000g","2500",\N,"2015-04-29 17:27:06","2015-06-30 06:31:36","35","Camera","1","4.50","MUMBAI","1"
"89","Compact Prime CZ 50mm T2.1","Compact Prime lenses offer you the performance you need to get the scene right. With a wide range of focal lengths, full-frame coverage, fantastic image quality, great flare suppression and precise focusing through the large rotation angle, Compact Prime lenses give you a flexible set of tools to make your film shine. This is a non super speed lens. Weight: 900g","2500",\N,"2015-04-29 17:29:19","2015-06-30 06:34:19","35","Camera","1","4.50","MUMBAI","1"
"90","Compact Prime CZ 85mm T2.1","Compact Prime lenses offer you the performance you need to get the scene right. With a wide range of focal lengths, full-frame coverage, fantastic image quality, great flare suppression and precise focusing through the large rotation angle, Compact Prime lenses give you a flexible set of tools to make your film shine. Weight: 900g","2500",\N,"2015-04-29 17:30:17","2015-06-30 06:41:56","35","Camera","1","4.50","MUMBAI","1"
"91","Compact Prime CZ 18mm T3.6 (Super speed)"," Compact Prime lenses offer you the performance you need to get the scene right. With a wide range of focal lengths, full-frame coverage, fantastic image quality, great flare suppression and precise focusing through the large rotation angle, Compact Prime lenses give you a flexible set of tools to make your film shine. Weight: 900g","2500",\N,"2015-04-30 13:14:00","2015-06-30 06:18:24","35","Camera","1","4.50","MUMBAI","1"
"92","Compact Prime CZ 25mm T2.9 (Super speed)","Compact Prime lenses offer you the performance you need to get the scene right. With a wide range of focal lengths, full-frame coverage, fantastic image quality, great flare suppression and precise focusing through the large rotation angle, Compact Prime lenses give you a flexible set of tools to make your film shine. Weight: 900g","2500",\N,"2015-04-30 13:15:05","2015-06-30 06:28:46","35","Camera","1","4.00","MUMBAI","1"
